Timestamp,Ask,Bid,Volume
01-06-2023 00:00:00,1.06945,1.06935,9.204882269555774E-06
01-06-2023 00:01:00,1.06923,1.06913,9.204882269555774E-06
01-06-2023 00:02:00,1.06927,1.06917,9.204882269555774E-06
01-06-2023 00:03:00,1.06933,1.06923,9.204882269555774E-06
01-06-2023 00:04:00,1.06924,1.06914,9.204882269555774E-06
01-06-2023 00:05:00,1.06927,1.06917,9.204882269555774E-06
01-06-2023 00:06:00,1.06917,1.06907,9.204882269555774E-06
01-06-2023 00:07:00,1.06913,1.06903,9.204882269555774E-06
01-06-2023 00:08:00,1.06922,1.06912,9.204882269555774E-06
01-06-2023 00:09:00,1.06921,1.06911,9.204882269555774E-06
01-06-2023 00:10:00,1.06937,1.06927,9.204882269555774E-06
01-06-2023 00:11:00,1.06942,1.06932,9.204882269555774E-06
01-06-2023 00:12:00,1.06944,1.06934,9.204882269555774E-06
01-06-2023 00:13:00,1.06953,1.06943,9.204882269555774E-06
01-06-2023 00:14:00,1.06953,1.06943,9.204882269555774E-06
01-06-2023 00:15:00,1.06946,1.06936,9.204882269555774E-06
01-06-2023 00:16:00,1.06935,1.06925,9.204882269555774E-06
01-06-2023 00:17:00,1.06935,1.06925,9.204882269555774E-06
01-06-2023 00:18:00,1.06923,1.06913,9.204882269555774E-06
01-06-2023 00:19:00,1.06925,1.06915,9.204882269555774E-06
01-06-2023 00:20:00,1.06932,1.06922,9.204882269555774E-06
01-06-2023 00:21:00,1.06933,1.06923,9.204882269555774E-06
01-06-2023 00:22:00,1.06935,1.06925,9.204882269555774E-06
01-06-2023 00:23:00,1.06937,1.06927,9.204882269555774E-06
01-06-2023 00:24:00,1.06945,1.06935,9.204882269555774E-06
01-06-2023 00:25:00,1.06953,1.06943,9.204882269555774E-06
01-06-2023 00:26:00,1.06956,1.06946,9.204882269555774E-06
01-06-2023 00:27:00,1.06949,1.06939,9.204882269555774E-06
01-06-2023 00:28:00,1.06955,1.06945,9.204882269555774E-06
01-06-2023 00:29:00,1.06945,1.06935,9.204882269555774E-06
01-06-2023 00:30:00,1.06942,1.06932,9.204882269555774E-06
01-06-2023 00:31:00,1.06925,1.06915,9.204882269555774E-06
01-06-2023 00:32:00,1.06909,1.06899,9.204882269555774E-06
01-06-2023 00:33:00,1.06905,1.06895,9.204882269555774E-06
01-06-2023 00:34:00,1.06908,1.06898,9.204882269555774E-06
01-06-2023 00:35:00,1.06912,1.06902,9.204882269555774E-06
01-06-2023 00:36:00,1.06918,1.06908,9.204882269555774E-06
01-06-2023 00:37:00,1.06918,1.06908,9.204882269555774E-06
